"date","day_month","year","month","quarter","season","date-2","open_price","high_price","low_price","close_price","adj_close","volume","open_change","high_change","low_change","close_change","volume_change","gain_loss_open","gain_loss_high","gain_loss_low","gain_loss_close","gain_loss_volume"
"12/8/15","8-Dec","2015","12","Q4","Winter","12/8/15","28.1325","28.855","27.407499","28.809999","26.493216","404870000","-3.915001","-3.2275","-4.370001","-2.982501","257325200","Loss","Loss","Loss","Loss","Gain"
"1/28/16","28-Jan","2016","1","Q1","Winter","1/28/16","23.4475","23.629999","23.0975","23.522499","21.723509","222715200","-0.5625","-0.5275","-0.237499","0.167499","-310763600","Loss","Loss","Loss","Gain","Loss"
"12/8/16","8-Dec","2016","12","Q4","Winter","12/8/16","26.945","27.110001","26.945","27.045","25.401896","74641600","2.6525","2.685002","2.664999","2.69","-22028400","Gain","Gain","Gain","Gain","Loss"
"1/28/19","28-Jan","2019","1","Q1","Winter","1/28/19","38.947498","39.0825","38.415001","39.075001","38.04541","104768400","0.077499","-0.450001","-0.165001","-0.364998","-29373600","Gain","Loss","Loss","Loss","Loss"
"12/8/19","8-Dec","2019","12","Q4","Winter","12/8/19","49.904999","50.512501","49.787498","50.119999","49.384327","89927600","-0.7075","-0.487499","-0.762501","-0.705002","19546800","Loss","Loss","Loss","Loss","Gain"
"1/2/82","2-Jan","1982","1","Q1","Winter","1/2/82","0.09096","0.09096","0.089844","0.089844","0.070526","38528000","-0.007812","-0.00837","-0.008928","-0.008928","-16128000","Loss","Loss","Loss","Loss","Loss"
"1/28/20","28-Jan","2020","1","Q1","Winter","1/28/20","78.150002","79.599998","78.047501","79.422501","78.491669","162234000","0.635003","1.657501","1.8275","2.184998","294000","Gain","Gain","Gain","Gain","Gain"
"12/8/20","8-Dec","2020","12","Q4","Winter","12/8/20","110.497498","113.275002","110.297501","113.010002","112.456024","165598000","24.317498","26.325005","26.742501","28.310005","-34548000","Gain","Gain","Gain","Gain","Loss"
"1/28/21","28-Jan","2021","1","Q1","Winter","1/28/21","139.520004","141.990005","136.699997","137.089996","136.653336","142621100","-3.909989","-2.309998","-3.710007","-4.970002","1777300","Loss","Loss","Loss","Loss","Gain"
"1/2/83","2-Jan","1983","1","Q1","Winter","1/2/83","0.182478","0.186384","0.179688","0.186384","0.146308","210963200","0.048549","0.050781","0.046317","0.053013","161302400","Gain","Gain","Gain","Gain","Gain"
"1/2/84","2-Jan","1984","1","Q1","Winter","1/2/84","0.110491","0.113839","0.109375","0.109933","0.086295","163116800","0.001674","0.002232","0.001116","0.001116","71254400","Gain","Gain","Gain","Gain","Gain"
"1/2/85","2-Jan","1985","1","Q1","Winter","1/2/85","0.129464","0.130022","0.126674","0.12779","0.100313","137737600","-0.000558","-0.000558","-0.003348","-0.002232","-70022400","Loss","Loss","Loss","Loss","Loss"
"1/2/88","2-Jan","1988","1","Q1","Winter","1/2/88","0.372768","0.379464","0.36942","0.372768","0.29408","199360000","-0.006696","-0.004465","-0.004464","-0.002232","81760000","Loss","Loss","Loss","Loss","Gain"
"1/28/81","28-Jan","1981","1","Q1","Winter","1/28/81","0.138951","0.138951","0.138393","0.138393","0.108636","28156800","-0.005022","-0.005022","-0.004464","-0.004464","4457600","Loss","Loss","Loss","Loss","Gain"
"12/8/81","8-Dec","1981","12","Q4","Winter","12/8/81","0.107701","0.107701","0.107143","0.107143","0.084105","26275200","-0.037946","-0.037946","-0.037946","-0.037946","470400","Loss","Loss","Loss","Loss","Gain"
"1/28/82","28-Jan","1982","1","Q1","Winter","1/28/82","0.089844","0.090402","0.089844","0.089844","0.070526","39603200","0.00279","0.002232","0.00279","0.00279","8243200","Gain","Gain","Gain","Gain","Gain"
"12/8/82","8-Dec","1982","12","Q4","Winter","12/8/82","0.059152","0.059152","0.058594","0.058594","0.045995","30620800","0.007255","0.006697","0.006697","0.006697","-32771200","Gain","Gain","Gain","Gain","Loss"
"1/28/83","28-Jan","1983","1","Q1","Winter","1/28/83","0.18192","0.1875","0.180804","0.183036","0.14368","397734400","0.011719","0.004464","0.011161","0.001116","293417600","Gain","Gain","Gain","Gain","Gain"
"12/8/83","8-Dec","1983","12","Q4","Winter","12/8/83","0.15067","0.154018","0.147879","0.149554","0.117397","74636800","-0.061384","-0.060268","-0.058036","-0.057477","-560000","Loss","Loss","Loss","Loss","Loss"
"1/28/85","28-Jan","1985","1","Q1","Winter","1/28/85","0.135045","0.136719","0.135045","0.135045","0.106008","412182400","0.005581","0.004465","0.008371","0.002791","93721600","Gain","Gain","Gain","Gain","Gain"
"12/8/85","8-Dec","1985","12","Q4","Winter","12/8/85","0.06808","0.06808","0.066964","0.066964","0.052566","54992000","-0.012277","-0.012277","-0.012835","-0.012835","7952000","Loss","Loss","Loss","Loss","Gain"
"1/28/86","28-Jan","1986","1","Q1","Winter","1/28/86","0.098772","0.099888","0.098214","0.09933","0.077972","222297600","-0.002232","-0.001675","0","0.000558","-167283200","Loss","Loss","Gain","Gain","Loss"
"12/8/86","8-Dec","1986","12","Q4","Winter","12/8/86","0.148996","0.15346","0.148996","0.152902","0.120025","244160000","-0.012276","-0.008928","-0.011718","-0.007812","115068800","Loss","Loss","Loss","Loss","Gain"
"1/28/87","28-Jan","1987","1","Q1","Winter","1/28/87","0.236607","0.248884","0.232701","0.24721","0.194055","414400000","0.013393","0.011719","0.010045","0.011719","35840000","Gain","Gain","Gain","Gain","Gain"
"12/8/87","8-Dec","1987","12","Q4","Winter","12/8/87","0.441964","0.444196","0.430804","0.435268","0.34264","161280000","0.089285","0.088169","0.079241","0.082589","59516800","Gain","Gain","Gain","Gain","Gain"
"1/28/88","28-Jan","1988","1","Q1","Winter","1/28/88","0.357143","0.370536","0.354911","0.368304","0.290558","232960000","-0.002232","0.008929","0.008929","0.013393","-25760000","Loss","Gain","Gain","Gain","Loss"
"12/8/88","8-Dec","1988","12","Q4","Winter","12/8/88","0.383929","0.383929","0.377232","0.379464","0.300547","77481600","-0.017857","-0.020089","-0.020089","-0.02009","-23419200","Loss","Loss","Loss","Loss","Loss"
"1/2/89","2-Jan","1989","1","Q1","Winter","1/2/89","0.337054","0.353795","0.333705","0.350446","0.27882","487558400","-0.024553","-0.014509","-0.02567","-0.008929","405865600","Loss","Loss","Loss","Loss","Gain"
"1/28/91","28-Jan","1991","1","Q1","Winter","1/28/91","0.475446","0.493304","0.475446","0.486607","0.39581","273481600","0.01116","0.014509","0.01116","0.008928","49672000","Gain","Gain","Gain","Gain","Gain"
"12/8/91","8-Dec","1991","12","Q4","Winter","12/8/91","0.453125","0.466518","0.450893","0.462054","0.377593","142531200","0.03125","0.044643","0.037947","0.044643","9777600","Gain","Gain","Gain","Gain","Gain"
"1/28/92","28-Jan","1992","1","Q1","Winter","1/28/92","0.578125","0.583705","0.5625","0.582589","0.478317","173723200","0","0.001116","-0.011161","0.006696","90272000","Gain","Gain","Loss","Gain","Gain"
"12/8/92","8-Dec","1992","12","Q4","Winter","12/8/92","0.390625","0.395089","0.386161","0.393973","0.324716","121385600","-0.095982","-0.095982","-0.098214","-0.09375","24875200","Loss","Loss","Loss","Loss","Gain"
"1/28/93","28-Jan","1993","1","Q1","Winter","1/28/93","0.535714","0.537946","0.529018","0.534598","0.442745","184038400","-0.008929","-0.013393","0.004464","-0.003348","-42582400","Loss","Loss","Gain","Loss","Loss"
"12/8/93","8-Dec","1993","12","Q4","Winter","12/8/93","0.245536","0.247768","0.232143","0.236607","0.196792","338172800","-0.082589","-0.092634","-0.091518","-0.102679","164292800","Loss","Loss","Loss","Loss","Gain"
"1/28/94","28-Jan","1994","1","Q1","Winter","1/28/94","0.305804","0.310268","0.301339","0.303571","0.25451","136438400","0.006697","0.004464","0.006696","-0.001117","4188800","Gain","Gain","Gain","Loss","Gain"
"12/8/94","8-Dec","1994","12","Q4","Winter","12/8/94","0.30692","0.313616","0.302455","0.310268","0.26209","179648000","0.065849","0.05971","0.066964","0.05692","-62664000","Gain","Gain","Gain","Gain","Loss"
"12/8/96","8-Dec","1996","12","Q4","Winter","12/8/96","0.208705","0.210938","0.199777","0.205357","0.176587","151345600","0.044642","0.046875","0.045759","0.044085","-117644800","Gain","Gain","Gain","Gain","Loss"
"1/28/97","28-Jan","1997","1","Q1","Winter","1/28/97","0.151786","0.151786","0.147321","0.148438","0.127642","210560000","-0.001116","-0.002232","-0.001117","0","-3483200","Loss","Loss","Loss","Gain","Loss"
"12/8/97","8-Dec","1997","12","Q4","Winter","12/8/97","0.214844","0.216518","0.195313","0.196987","0.16939","1048398400","0.068639","0.070313","0.052456","0.053572","969707200","Gain","Gain","Gain","Gain","Gain"
"1/28/98","28-Jan","1998","1","Q1","Winter","1/28/98","0.171317","0.172991","0.166295","0.171317","0.147316","151121600","0","-0.00279","-0.003348","0.000558","38886400","Gain","Loss","Loss","Gain","Gain"
"12/8/98","8-Dec","1998","12","Q4","Winter","12/8/98","0.354911","0.365513","0.352539","0.357701","0.307588","689774400","0.108259","0.113281","0.108119","0.106585","465920000","Gain","Gain","Gain","Gain","Gain"
"1/28/99","28-Jan","1999","1","Q1","Winter","1/28/99","0.364955","0.368304","0.359933","0.364955","0.313826","336280000","-0.001116","-0.001116","0.003348","0.006696","-28672000","Loss","Loss","Gain","Gain","Loss"
"12/8/99","8-Dec","1999","12","Q4","Winter","12/8/99","0.527344","0.547991","0.523438","0.535714","0.460662","666108800","0.031808","0.051339","0.039621","0.049107","362196800","Gain","Gain","Gain","Gain","Gain"
"1/2/90","2-Jan","1990","1","Q1","Winter","1/2/90","0.308036","0.309152","0.299107","0.300223","0.241208","117073600","-0.002232","-0.010044","-0.007813","-0.014509","-35336000","Loss","Loss","Loss","Loss","Loss"
"12/9/00","9-Dec","2000","12","Q4","Winter","12/9/00","1.023996","1.072545","1.017857","1.03125","0.886775","187997600","-0.01395","0.02009","0.011161","-0.020089","-37436000","Loss","Gain","Gain","Loss","Loss"
"1/29/01","29-Jan","2001","1","Q1","Winter","1/29/01","0.34933","0.388393","0.34933","0.387277","0.333021","855528800","0.001116","0.034598","0.008928","0.037947","372708000","Gain","Gain","Gain","Gain","Gain"
"1/29/02","29-Jan","2002","1","Q1","Winter","1/29/02","0.414643","0.420357","0.408036","0.411964","0.354249","240324000","-0.003214","-0.000179","0.002322","-0.003572","53877600","Loss","Loss","Gain","Loss","Gain"
"12/9/02","9-Dec","2002","12","Q4","Winter","12/9/02","0.253571","0.259107","0.252143","0.2525","0.217125","269830400","-0.0125","-0.009107","-0.010178","-0.015179","90064800","Loss","Loss","Loss","Loss","Gain"
"1/29/03","29-Jan","2003","1","Q1","Winter","1/29/03","0.259821","0.269643","0.255357","0.266607","0.229256","373044000","0.005535","0.007322","0.0025","0.00625","86788800","Gain","Gain","Gain","Gain","Gain"
"12/9/03","9-Dec","2003","12","Q4","Winter","12/9/03","0.401964","0.413214","0.398393","0.4125","0.35471","179989600","0.049107","0.059643","0.050893","0.060714","15551200","Gain","Gain","Gain","Gain","Gain"
"1/29/04","29-Jan","2004","1","Q1","Winter","1/29/04","0.404107","0.407143","0.39625","0.405","0.348261","212699200","-0.00375","-0.010357","-0.003929","0.002857","-62703200","Loss","Loss","Loss","Gain","Loss"
"12/9/05","9-Dec","2005","12","Q4","Winter","12/9/05","1.825","1.843929","1.806429","1.835714","1.578536","452796400","0.272857","0.193215","0.257858","0.189285","-463240400","Gain","Gain","Gain","Gain","Loss"
"12/9/06","9-Dec","2006","12","Q4","Winter","12/9/06","2.600357","2.623214","2.551786","2.593929","2.230526","1684687200","0.63","0.650357","0.661786","0.7025","757358000","Gain","Gain","Gain","Gain","Gain"
"1/29/07","29-Jan","2007","1","Q1","Winter","1/29/07","3.082143","3.094643","3.054643","3.069286","2.639288","901664400","-0.028928","-0.025714","0.019286","0.02","-85209600","Loss","Loss","Gain","Gain","Loss"
"12/9/07","9-Dec","2007","12","Q4","Winter","12/9/07","4.856786","4.978571","4.848214","4.8875","4.202775","1022770000","0.076429","0.184285","0.12","0.099286","318161200","Gain","Gain","Gain","Gain","Gain"
"1/29/08","29-Jan","2008","1","Q1","Winter","1/29/08","4.683929","4.7425","4.608929","4.697857","4.039701","1099982800","0.106786","-0.014643","0.092858","0.054643","-374861200","Gain","Loss","Gain","Gain","Loss"
"12/9/08","9-Dec","2008","12","Q4","Winter","12/9/08","5.389643","5.389643","5.232143","5.319286","4.574069","793027200","-0.8075","-1.013571","-0.964643","-0.9925","-43251600","Loss","Loss","Loss","Loss","Loss"
"1/29/09","29-Jan","2009","1","Q1","Winter","1/29/09","3.324643","3.369286","3.307143","3.321429","2.856107","592729200","0.034643","-0.023571","0.039286","-0.042857","-268676800","Gain","Loss","Gain","Loss","Loss"
"1/2/91","2-Jan","1991","1","Q1","Winter","1/2/91","0.495536","0.516741","0.495536","0.497768","0.404888","444550400","0.111607","0.13058","0.11384","0.113839","400276800","Gain","Gain","Gain","Gain","Gain"
"1/29/10","29-Jan","2010","1","Q1","Winter","1/29/10","7.181429","7.221429","6.794643","6.859286","5.898319","1245952400","-0.1375","-0.117857","-0.301786","-0.258214","72450000","Loss","Loss","Loss","Loss","Gain"
"12/9/11","9-Dec","2011","12","Q4","Winter","12/9/11","13.321429","13.602857","13.282143","13.569286","11.668268","467832400","-0.181071","0.044286","-0.083214","0.105357","-61143600","Loss","Gain","Loss","Gain","Loss"
"12/9/12","9-Dec","2012","12","Q4","Winter","12/9/12","23.816071","23.924999","23.428572","23.92107","20.658112","712233200","2.378928","2.372499","2.261429","2.531784","284191600","Gain","Gain","Gain","Gain","Gain"
"1/29/13","29-Jan","2013","1","Q1","Winter","1/29/13","16.375","16.435715","16.147142","16.366785","14.198826","571158000","0.738214","0.249644","0.580713","0.301428","-214359600","Gain","Gain","Gain","Gain","Loss"
"12/9/13","9-Dec","2013","12","Q4","Winter","12/9/13","16.732143","16.978571","16.643213","16.881786","14.926383","404051200","0.415714","0.241072","0.334999","0.190357","39617200","Gain","Gain","Gain","Gain","Gain"
"1/29/14","29-Jan","2014","1","Q1","Winter","1/29/14","17.998215","18.120358","17.807858","17.883928","15.904763","502810000","-0.171785","-0.272499","-0.123212","-0.205359","-562713200","Loss","Loss","Loss","Loss","Loss"
"12/9/14","9-Dec","2014","12","Q4","Winter","12/9/14","25.3025","25.547501","25.27","25.415001","22.978426","250504400","1.2925","1.327502","1.3675","1.422501","115324400","Gain","Gain","Gain","Gain","Gain"
"1/29/15","29-Jan","2015","1","Q1","Winter","1/29/15","29.08","29.797501","28.889999","29.725","26.991747","337745600","-0.327499","0.2675","0.0625","0.897501","-248162800","Loss","Gain","Gain","Gain","Loss"
"1/29/16","29-Jan","2016","1","Q1","Winter","1/29/16","23.6975","24.334999","23.5875","24.334999","22.473866","257666000","0.25","0.705","0.49","0.8125","34950800","Gain","Gain","Gain","Gain","Gain"
"12/9/16","9-Dec","2016","12","Q4","Winter","12/9/16","25.6625","26.43","25.6325","26.360001","24.758516","181171200","-1.2825","-0.680001","-1.3125","-0.684999","106529600","Loss","Loss","Loss","Loss","Gain"
"12/9/17","9-Dec","2017","12","Q4","Winter","12/9/17","40.6525","40.990002","39.692501","40.215","38.438038","286856000","4.185001","4.445004","3.487499","3.779999","187318000","Gain","Gain","Gain","Gain","Gain"
"1/29/18","29-Jan","2018","1","Q1","Winter","1/29/18","42.540001","42.540001","41.767502","41.990002","40.278881","202561600","-0.459999","-0.459999","-0.747497","-0.887497","45989600","Loss","Loss","Loss","Loss","Gain"
"12/9/18","9-Dec","2018","12","Q4","Winter","12/9/18","56.235001","56.25","54.959999","55.267502","53.624142","197114800","8.852501","8.397499","7.6325","7.510002","124950400","Gain","Gain","Gain","Gain","Gain"
"1/29/19","29-Jan","2019","1","Q1","Winter","1/29/19","39.0625","39.532501","38.5275","38.669998","37.651077","166348800","0.115002","0.450001","0.112499","-0.405003","61580400","Gain","Gain","Gain","Loss","Gain"
"12/9/19","9-Dec","2019","12","Q4","Winter","12/9/19","56.200001","56.605","55.715","55.772499","54.95385","128906800","6.295002","6.092499","5.927502","5.6525","38979200","Gain","Gain","Gain","Gain","Gain"
"1/29/20","29-Jan","2020","1","Q1","Winter","1/29/20","81.112503","81.962502","80.345001","81.084999","80.134674","216229200","2.962501","2.362504","2.2975","1.662498","53995200","Gain","Gain","Gain","Gain","Gain"
"1/29/21","29-Jan","2021","1","Q1","Winter","1/29/21","135.830002","136.740005","130.210007","131.960007","131.539673","177523800","-3.690002","-5.25","-6.48999","-5.129989","34902700","Loss","Loss","Loss","Loss","Gain"
"1/2/93","2-Jan","1993","1","Q1","Winter","1/2/93","0.529018","0.546875","0.529018","0.546875","0.452913","240553600","0.004464","0.011161","0.004464","0.013393","148321600","Gain","Gain","Gain","Gain","Gain"
"1/2/94","2-Jan","1994","1","Q1","Winter","1/2/94","0.294643","0.299107","0.287946","0.296875","0.248896","156721600","0.029018","0.029018","0.026785","0.035714","-4244800","Gain","Gain","Gain","Gain","Loss"
"1/2/95","2-Jan","1995","1","Q1","Winter","1/2/95","0.363839","0.363839","0.356027","0.358259","0.304591","158368000","0.012276","0.007812","0.010045","0.010045","85276800","Gain","Gain","Gain","Gain","Gain"
"1/2/96","2-Jan","1996","1","Q1","Winter","1/2/96","0.245536","0.253348","0.245536","0.253348","0.217855","333043200","-0.040178","-0.035715","-0.03683","-0.03125","28907200","Loss","Loss","Loss","Loss","Gain"
"1/29/81","29-Jan","1981","1","Q1","Winter","1/29/81","0.133929","0.133929","0.133371","0.133371","0.104694","43904000","-0.005022","-0.005022","-0.005022","-0.005022","15747200","Loss","Loss","Loss","Loss","Gain"
"1/29/82","29-Jan","1982","1","Q1","Winter","1/29/82","0.09096","0.091518","0.09096","0.09096","0.071402","53155200","0.001116","0.001116","0.001116","0.001116","13552000","Gain","Gain","Gain","Gain","Gain"
"12/9/83","9-Dec","1983","12","Q4","Winter","12/9/83","0.136719","0.145089","0.135045","0.136719","0.107322","266313600","-0.013951","-0.008929","-0.012834","-0.012835","191676800","Loss","Loss","Loss","Loss","Gain"
"12/9/84","9-Dec","1984","12","Q4","Winter","12/9/84","0.119978","0.120536","0.116629","0.116629","0.091552","133123200","0.001674","-0.000558","-0.001117","-0.002233","-35571200","Gain","Loss","Loss","Loss","Loss"
"1/29/85","29-Jan","1985","1","Q1","Winter","1/29/85","0.135045","0.136161","0.133371","0.133371","0.104694","223731200","0","-0.000558","-0.001674","-0.001674","-188451200","Gain","Loss","Loss","Loss","Loss"
"12/9/85","9-Dec","1985","12","Q4","Winter","12/9/85","0.071987","0.071987","0.071987","0.071987","0.056508","111171200","0.003907","0.003907","0.005023","0.005023","56179200","Gain","Gain","Gain","Gain","Gain"
"1/29/86","29-Jan","1986","1","Q1","Winter","1/29/86","0.09933","0.108817","0.098214","0.105469","0.082791","589568000","0.000558","0.008929","0","0.006139","367270400","Gain","Gain","Gain","Gain","Gain"
"12/9/86","9-Dec","1986","12","Q4","Winter","12/9/86","0.145089","0.146205","0.141741","0.141741","0.111264","228480000","-0.003907","-0.007255","-0.007255","-0.011161","-15680000","Loss","Loss","Loss","Loss","Loss"
"1/29/87","29-Jan","1987","1","Q1","Winter","1/29/87","0.249442","0.25558","0.238281","0.241629","0.189674","557760000","0.012835","0.006696","0.00558","-0.005581","143360000","Gain","Gain","Gain","Loss","Gain"
"1/29/88","29-Jan","1988","1","Q1","Winter","1/29/88","0.370536","0.372768","0.359375","0.370536","0.292319","265440000","0.013393","0.002232","0.004464","0.002232","32480000","Gain","Gain","Gain","Gain","Gain"
"12/9/88","9-Dec","1988","12","Q4","Winter","12/9/88","0.366071","0.372768","0.358259","0.366071","0.290485","148030400","-0.017858","-0.011161","-0.018973","-0.013393","70548800","Loss","Loss","Loss","Loss","Gain"
"12/9/89","9-Dec","1989","12","Q4","Winter","12/9/89","0.40625","0.417411","0.401786","0.410714","0.329169","103588800","0.051339","0.058036","0.049107","0.053571","-20540800","Gain","Gain","Gain","Gain","Loss"
"1/2/99","2-Jan","1999","1","Q1","Winter","1/2/99","0.37221","0.374442","0.359933","0.365513","0.314306","278913600","0.010603","0.005022","0.007254","0","7224000","Gain","Gain","Gain","Gain","Gain"
"1/29/90","29-Jan","1990","1","Q1","Winter","1/29/90","0.294643","0.299107","0.28683","0.296875","0.238518","119929600","-0.008928","-0.004464","-0.001116","0.004464","-61320000","Loss","Loss","Loss","Gain","Loss"
"12/9/90","9-Dec","1990","12","Q4","Winter","12/9/90","0.308036","0.308036","0.299107","0.303571","0.246104","100408000","-0.109375","-0.116071","-0.116072","-0.11942","-82062400","Loss","Loss","Loss","Loss","Loss"
"1/29/91","29-Jan","1991","1","Q1","Winter","1/29/91","0.484375","0.486607","0.466518","0.479911","0.390363","215555200","0.008929","-0.006697","-0.008928","-0.006696","-57926400","Gain","Loss","Loss","Loss","Loss"
"12/9/91","9-Dec","1991","12","Q4","Winter","12/9/91","0.457589","0.457589","0.444196","0.452009","0.370218","119212800","0.004464","-0.008929","-0.006697","-0.010045","-23318400","Gain","Loss","Loss","Loss","Loss"
"1/29/92","29-Jan","1992","1","Q1","Winter","1/29/92","0.578125","0.587054","0.564732","0.564732","0.463656","144558400","0","0.003349","0.002232","-0.017857","-29164800","Gain","Gain","Gain","Loss","Loss"
"1/29/93","29-Jan","1993","1","Q1","Winter","1/29/93","0.537946","0.546875","0.526786","0.53125","0.439972","266100800","0.002232","0.008929","-0.002232","-0.003348","82062400","Gain","Gain","Loss","Loss","Gain"
"12/9/94","9-Dec","1994","12","Q4","Winter","12/9/94","0.31808","0.319196","0.315848","0.319196","0.270566","90540800","0.01116","0.00558","0.013393","0.008928","-89107200","Gain","Gain","Gain","Gain","Loss"
"12/9/95","9-Dec","1995","12","Q4","Winter","12/9/95","0.397321","0.40067","0.38058","0.383371","0.328638","326256000","-0.024554","-0.027901","-0.03125","-0.036272","42448000","Loss","Loss","Loss","Loss","Gain"
"1/29/96","29-Jan","1996","1","Q1","Winter","1/29/96","0.258929","0.265625","0.256696","0.260045","0.223613","332595200","-0.012276","-0.013393","0.001116","-0.013393","-403155200","Loss","Loss","Gain","Loss","Loss"
"12/9/96","9-Dec","1996","12","Q4","Winter","12/9/96","0.1875","0.188616","0.180804","0.18192","0.156434","260915200","-0.021205","-0.022322","-0.018973","-0.023437","109569600","Loss","Loss","Loss","Loss","Gain"
"1/29/97","29-Jan","1997","1","Q1","Winter","1/29/97","0.148438","0.149554","0.147321","0.148438","0.127642","151704000","-0.003348","-0.002232","0","0","-58856000","Loss","Loss","Gain","Gain","Loss"
"12/9/97","9-Dec","1997","12","Q4","Winter","12/9/97","0.198103","0.198661","0.191406","0.196987","0.16939","113680000","-0.016741","-0.017857","-0.003907","0","-934718400","Loss","Loss","Loss","Gain","Loss"
"1/29/98","29-Jan","1998","1","Q1","Winter","1/29/98","0.169085","0.170759","0.165179","0.165179","0.142038","211881600","-0.002232","-0.002232","-0.001116","-0.006138","60760000","Loss","Loss","Loss","Loss","Gain"
"1/29/99","29-Jan","1999","1","Q1","Winter","1/29/99","0.367746","0.371094","0.357143","0.367746","0.316226","242715200","0.002791","0.00279","-0.00279","0.002791","-93564800","Gain","Gain","Loss","Gain","Loss"
"1/3/00","3-Jan","2000","1","Q1","Winter","1/3/00","1.058594","1.179129","1.058036","1.163504","1.0005","1077003200","0.130023","0.241629","0.165179","0.268415","758968000","Gain","Gain","Gain","Gain","Gain"
"1/30/01","30-Jan","2001","1","Q1","Winter","1/30/01","0.385045","0.392857","0.372768","0.388393","0.33398","692423200","0.035715","0.004464","0.023438","0.001116","-163105600","Gain","Gain","Gain","Gain","Loss"
"1/30/02","30-Jan","2002","1","Q1","Winter","1/30/02","0.411964","0.431071","0.409643","0.430179","0.369912","471576000","-0.002679","0.010714","0.001607","0.018215","231252000","Loss","Gain","Gain","Gain","Gain"
"1/30/03","30-Jan","2003","1","Q1","Winter","1/30/03","0.2675","0.269107","0.255179","0.255714","0.219889","407058400","0.007679","-0.000536","-0.000178","-0.010893","34014400","Gain","Loss","Loss","Loss","Gain"
"1/30/04","30-Jan","2004","1","Q1","Winter","1/30/04","0.404464","0.408393","0.400357","0.402857","0.346418","185298400","0.000357","0.00125","0.004107","-0.002143","-27400800","Gain","Gain","Gain","Loss","Loss"
"1/30/06","30-Jan","2006","1","Q1","Winter","1/30/06","2.541786","2.735714","2.531071","2.678571","2.30331","1398401200","-0.063571","0.107143","-0.008215","0.106071","444536400","Loss","Gain","Loss","Gain","Gain"
"1/30/07","30-Jan","2007","1","Q1","Winter","1/30/07","3.086786","3.088929","3.044643","3.055357","2.627311","577970400","0.004643","-0.005714","-0.01","-0.013929","-323694000","Gain","Loss","Loss","Loss","Loss"
"1/30/08","30-Jan","2008","1","Q1","Winter","1/30/08","4.691786","4.8375","4.642857","4.720714","4.059356","1243051600","0.007857","0.095","0.033928","0.022857","143068800","Gain","Gain","Gain","Gain","Gain"
"1/30/09","30-Jan","2009","1","Q1","Winter","1/30/09","3.307143","3.343571","3.214643","3.218929","2.767966","651478800","-0.0175","-0.025715","-0.0925","-0.1025","58749600","Loss","Loss","Loss","Loss","Gain"
"1/3/01","3-Jan","2001","1","Q1","Winter","1/3/01","0.31808","0.334821","0.30692","0.334821","0.287914","330461600","-0.05134","-0.049108","-0.059151","-0.042411","-39233600","Loss","Loss","Loss","Loss","Loss"
"1/30/12","30-Jan","2012","1","Q1","Winter","1/30/12","15.918214","16.210714","15.906786","16.178928","13.912306","379341200","0.048928","0.193571","0.057857","0.204642","79632000","Gain","Gain","Gain","Gain","Gain"
"1/30/13","30-Jan","2013","1","Q1","Winter","1/30/13","16.321428","16.521429","16.232143","16.315357","14.154211","417155200","-0.053572","0.085714","0.085001","-0.051428","-154002800","Loss","Gain","Gain","Loss","Loss"
"1/30/14","30-Jan","2014","1","Q1","Winter","1/30/14","17.947857","18.089287","17.739286","17.849285","15.87396","678501600","-0.050358","-0.031071","-0.068572","-0.034643","175691600","Loss","Loss","Loss","Loss","Gain"
"1/30/15","30-Jan","2015","1","Q1","Winter","1/30/15","29.6","30","29.2125","29.290001","26.59675","334982000","0.52","0.202499","0.322501","-0.434999","-2763600","Gain","Gain","Gain","Loss","Loss"
"1/30/17","30-Jan","2017","1","Q1","Winter","1/30/17","30.2325","30.407499","30.165001","30.407499","28.706743","121510000","-0.3025","-0.180001","-0.234999","-0.08","39258400","Loss","Loss","Loss","Loss","Gain"
"1/30/18","30-Jan","2018","1","Q1","Winter","1/30/18","41.3825","41.842499","41.174999","41.7425","40.04147","184192800","-1.157501","-0.697502","-0.592503","-0.247502","-18368800","Loss","Loss","Loss","Loss","Loss"
"1/30/19","30-Jan","2019","1","Q1","Winter","1/30/19","40.8125","41.537498","40.057499","41.3125","40.223942","244439200","1.75","2.004997","1.529999","2.642502","78090400","Gain","Gain","Gain","Gain","Gain"
"1/3/02","3-Jan","2002","1","Q1","Winter","1/3/02","0.391607","0.419643","0.389643","0.41875","0.360084","348992000","-0.043036","-0.026071","-0.045","-0.017143","-49313600","Loss","Loss","Loss","Loss","Loss"
"1/30/20","30-Jan","2020","1","Q1","Winter","1/30/20","80.135002","81.022499","79.6875","80.967499","80.018555","126743200","-0.977501","-0.940003","-0.657501","-0.1175","-89486000","Loss","Loss","Loss","Loss","Loss"
"1/3/04","3-Jan","2004","1","Q1","Winter","1/3/04","0.430357","0.433929","0.42625","0.428929","0.368837","321680800","0.049107","0.049465","0.048036","0.047322","147229600","Gain","Gain","Gain","Gain","Gain"
"1/3/05","3-Jan","2005","1","Q1","Winter","1/3/05","1.606786","1.611071","1.577143","1.589286","1.366631","468188000","0.230893","0.222321","0.209643","0.204822","-210207200","Gain","Gain","Gain","Gain","Loss"
